AidData Project ID,Title,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Organization,Organization ISO,Organization Role,Other Organizations,Source,Short Description,Long Description,Donor Project ID,Donor Secondary Project ID
906000994086,Kabila ,United States,,Funding,,,,,,,,Geocoding 2013,,c24D8R0zfKp,c24D8R0zfKp,
906000994088,Matete (IPK) Inspection Provinciale Kinshasa,United States,,Funding,,,,,,,,Geocoding 2013,,fjJtlkHt3DL,fjJtlkHt3DL,
906000994090,Badiadingi CH,United States,,Funding,,,,,,,,Geocoding 2013,,Wq3CgGHNGfP,Wq3CgGHNGfP,
906000994092,Lisungi,United States,,Funding,,,,,,,,Geocoding 2013,,zYy8rXgZB5m,zYy8rXgZB5m,
906000994094,Mama Mosalisi ,United States,,Funding,,,,,,,,Geocoding 2013,,Tm5k3AkRgCE,Tm5k3AkRgCE,
906000994096,Mater Dei,United States,,Funding,,,,,,,,Geocoding 2013,,DgYcrgp3Le2,DgYcrgp3Le2,
906000994098,Fatima ,United States,,Funding,,,,,,,,Geocoding 2013,,HYtpqPcBme8,HYtpqPcBme8,
906000994100,Kindele ,United States,,Funding,,,,,,,,Geocoding 2013,,nzPS8cqLtKy,nzPS8cqLtKy,
906000994102,La Providence St Joseph,United States,,Funding,,,,,,,,Geocoding 2013,,lxzrqXbb7gJ,lxzrqXbb7gJ,
906000994104,Mawagali,United States,,Funding,,,,,,,,Geocoding 2013,,xdlqxjkrzq5,xdlqxjkrzq5,
906000994106,Notre-Dame La Providence,United States,,Funding,,,,,,,,Geocoding 2013,,bHawQ6OclOP,bHawQ6OclOP,
906000994108,Jeedds Center,United States,,Funding,,,,,,,,Geocoding 2013,,mN20rUQ26zP,mN20rUQ26zP,
906000994110,Kimbondo HP,United States,,Funding,,,,,,,,Geocoding 2013,,WH3MM4UmcIu,WH3MM4UmcIu,
906000994112,Kimbuala ,United States,,Funding,,,,,,,,Geocoding 2013,,FYFZ7ZC0gcT,FYFZ7ZC0gcT,
906000994114,St Vincent De Paul  Kin,United States,,Funding,,,,,,,,Geocoding 2013,,dIMmF5WSLBn,dIMmF5WSLBn,
906000994116,Agape ,United States,,Funding,,,,,,,,Geocoding 2013,,e65zIEbCoXP,e65zIEbCoXP,
906000994118,Baobab ,United States,,Funding,,,,,,,,Geocoding 2013,,ytYZZ6XABUO,ytYZZ6XABUO,
906000994120,Emeraude - Ngaba Clinique,United States,,Funding,,,,,,,,Geocoding 2013,,jGIrS7WP6sH,jGIrS7WP6sH,
906000994122,Gloria CM,United States,,Funding,,,,,,,,Geocoding 2013,,hYFmmXYE2KB,hYFmmXYE2KB,
906000994124,Le Rocher ,United States,,Funding,,,,,,,,Geocoding 2013,,qW2COuFbl2f,qW2COuFbl2f,
906000994126,Mobengi ,United States,,Funding,,,,,,,,Geocoding 2013,,o4qOSBoaENv,o4qOSBoaENv,
906000994128,Mokulua Maternite,United States,,Funding,,,,,,,,Geocoding 2013,,m8hLPjZGwuB,m8hLPjZGwuB,
906000994130,Mpila ,United States,,Funding,,,,,,,,Geocoding 2013,,xtnmUgwNr5n,xtnmUgwNr5n,
906000994132,Ngaba CME,United States,,Funding,,,,,,,,Geocoding 2013,,YNc43mSjkyA,YNc43mSjkyA,
906000994134,Nsanga ,United States,,Funding,,,,,,,,Geocoding 2013,,M5brUYYbTYo,M5brUYYbTYo,
906000994136,Wochop ,United States,,Funding,,,,,,,,Geocoding 2013,,tKaVjyafZWL,tKaVjyafZWL,
906000994138,Akram Matete CH,United States,,Funding,,,,,,,,Geocoding 2013,,oHXVMcKjkrT,oHXVMcKjkrT,
906000994140,Christu Mobikisi ,United States,,Funding,,,,,,,,Geocoding 2013,,PAcBkBbYxB4,PAcBkBbYxB4,
906000994142,Clinique De Limete,United States,,Funding,,,,,,,,Geocoding 2013,,tKajPPgEJuY,tKajPPgEJuY,
906000994144,Gekokon CM,United States,,Funding,,,,,,,,Geocoding 2013,,bCNgQ5FPbwQ,bCNgQ5FPbwQ,
906000994146,Kizito ,United States,,Funding,,,,,,,,Geocoding 2013,,FYEX7isqxud,FYEX7isqxud,
906000994148,La Main De  Dieu,United States,,Funding,,,,,,,,Geocoding 2013,,XrLpgF7Xey5,XrLpgF7Xey5,
906000994150,Libiki ,United States,,Funding,,,,,,,,Geocoding 2013,,twmimgGypFl,twmimgGypFl,
906000994152,Liziba ,United States,,Funding,,,,,,,,Geocoding 2013,,d7anl1FLrbM,d7anl1FLrbM,
906000994154,Mayamba ,United States,,Funding,,,,,,,,Geocoding 2013,,HuNdWEg6uVV,HuNdWEg6uVV,
906000994156,Monsele ,United States,,Funding,,,,,,,,Geocoding 2013,,VsQYg1CzkhS,VsQYg1CzkhS,
906000994158,St Bernard ,United States,,Funding,,,,,,,,Geocoding 2013,,CZcMmUd6G0W,CZcMmUd6G0W,
906000994160,Vixam ,United States,,Funding,,,,,,,,Geocoding 2013,,ljbzTJsh3yC,ljbzTJsh3yC,
906000994162,2eme RUE ,United States,,Funding,,,,,,,,Geocoding 2013,,bAynOaGs9r0,bAynOaGs9r0,
906000994164,Apv ,United States,,Funding,,,,,,,,Geocoding 2013,,g7dujry6sqv,g7dujry6sqv,
906000994166,Bangba ,United States,,Funding,,,,,,,,Geocoding 2013,,lnNTJJxr1hU,lnNTJJxr1hU,
906000994168,Beau Sejour ,United States,,Funding,,,,,,,,Geocoding 2013,,K81jbUP3kVW,K81jbUP3kVW,
906000994170,Bondeko - Limete CL,United States,,Funding,,,,,,,,Geocoding 2013,,vUHRIqd6fgQ,vUHRIqd6fgQ,
906000994172,La Candeur CH,United States,,Funding,,,,,,,,Geocoding 2013,,g0PUyyezMv5,g0PUyyezMv5,
906000994174,Liboke ,United States,,Funding,,,,,,,,Geocoding 2013,,RINJCvsQ1Ky,RINJCvsQ1Ky,
906000994176,Limete DGI CM,United States,,Funding,,,,,,,,Geocoding 2013,,w4jLKh1gKC4,w4jLKh1gKC4,
906000994178,Miria ,United States,,Funding,,,,,,,,Geocoding 2013,,QACS5DkivqA,QACS5DkivqA,
906000994180,Moderne CH,United States,,Funding,,,,,,,,Geocoding 2013,,mzmyr9In6Hb,mzmyr9In6Hb,
906000994182,Mombele CH,United States,,Funding,,,,,,,,Geocoding 2013,,yOkt0YFCmk5,yOkt0YFCmk5,
906000994184,Mososo ,United States,,Funding,,,,,,,,Geocoding 2013,,whyvI8IFD3b,whyvI8IFD3b,
906000994186,Promedis,United States,,Funding,,,,,,,,Geocoding 2013,,Sgf1QBU49dY,Sgf1QBU49dY,
906000994188,Rapha - Limete CH,United States,,Funding,,,,,,,,Geocoding 2013,,XcSmCC6QhpX,XcSmCC6QhpX,
906000994190,Sara ,United States,,Funding,,,,,,,,Geocoding 2013,,GZWoudcGD3q,GZWoudcGD3q,
906000994192,St Amand ,United States,,Funding,,,,,,,,Geocoding 2013,,lKZvqA7oAHG,lKZvqA7oAHG,
906000994194,St Joseph - Limete Hopital,United States,,Funding,,,,,,,,Geocoding 2013,,I6A3rfhsfnS,I6A3rfhsfnS,
906000994196,TBD1 - Limete,United States,,Funding,,,,,,,,Geocoding 2013,,mMASTm6Dpfd,mMASTm6Dpfd,
906000994198,TBD2 - Limete,United States,,Funding,,,,,,,,Geocoding 2013,,OIXG23tpwqd,OIXG23tpwqd,
906000994200,TBD3 - Limete,United States,,Funding,,,,,,,,Geocoding 2013,,DoHMTQAtcjC,DoHMTQAtcjC,
906000994202,TBD4 - Limete,United States,,Funding,,,,,,,,Geocoding 2013,,RmvVgxVFRdK,RmvVgxVFRdK,
906000994204,St Luc - Kikimi CH,United States,,Funding,,,,,,,,Geocoding 2013,,tbGz7BS5ZCi,tbGz7BS5ZCi,
906000994206,Mamvululu ,United States,,Funding,,,,,,,,Geocoding 2013,,bkPGPnsvuGJ,bkPGPnsvuGJ,
906000994208,Mokali CH,United States,,Funding,,,,,,,,Geocoding 2013,,qOfrM1H42Pa,qOfrM1H42Pa,
906000994210,Pere Damien ,United States,,Funding,,,,,,,,Geocoding 2013,,h0XwGtbTjbp,h0XwGtbTjbp,
906000994212,St Jean ,United States,,Funding,,,,,,,,Geocoding 2013,,our9rOEwRLR,our9rOEwRLR,
906000994214,St Joseph - Biyela,United States,,Funding,,,,,,,,Geocoding 2013,,FISFjKHxxOj,FISFjKHxxOj,
906000994216,Tshimungu,United States,,Funding,,,,,,,,Geocoding 2013,,ddDCZJJL46x,ddDCZJJL46x,
906000994218,Bisengo Mwambe,United States,,Funding,,,,,,,,Geocoding 2013,,rMtqa0vFFii,rMtqa0vFFii,
906000994220,Bisengo Mwambe ,United States,,Funding,,,,,,,,Geocoding 2013,,pXeIcfO970Z,pXeIcfO970Z,
906000994222,Bosembo,United States,,Funding,,,,,,,,Geocoding 2013,,iHo5txhOXaD,iHo5txhOXaD,
906000994224,Kikimi CH,United States,,Funding,,,,,,,,Geocoding 2013,,j5LUDzK20qu,j5LUDzK20qu,
906000994226,Lobiko - Kikimi ,United States,,Funding,,,,,,,,Geocoding 2013,,SXw1iWgZTFS,SXw1iWgZTFS,
906000994228,Marechal ,United States,,Funding,,,,,,,,Geocoding 2013,,mJI1c4OO7Ct,mJI1c4OO7Ct,
906000994230,Mfumunkento ,United States,,Funding,,,,,,,,Geocoding 2013,,r0px9m7CKIv,r0px9m7CKIv,
906000994232,Mikondo ,United States,,Funding,,,,,,,,Geocoding 2013,,ypeFgj4XCVx,ypeFgj4XCVx,
906000994234,Poly Jamero,United States,,Funding,,,,,,,,Geocoding 2013,,nMN4w842LeY,nMN4w842LeY,
906000994236,St Luc - Kikimi CH,United States,,Funding,,,,,,,,Geocoding 2013,,kxD06DOtILl,kxD06DOtILl,
906000994238,Ste Marie La Misericorde CM,United States,,Funding,,,,,,,,Geocoding 2013,,fFafeWoG7LL,fFafeWoG7LL,
906000994240,Zainabia - Kikimi ,United States,,Funding,,,,,,,,Geocoding 2013,,HgKnmKHJ9hw,HgKnmKHJ9hw,
906000994242,Bas-Congo ,United States,,Funding,,,,,,,,Geocoding 2013,,Z76AtWzqTnh,Z76AtWzqTnh,
906000994244,Boboto - Kimbanseke,United States,,Funding,,,,,,,,Geocoding 2013,,tgoVVwlVICZ,tgoVVwlVICZ,
906000994246,Boyokani,United States,,Funding,,,,,,,,Geocoding 2013,,rlMg5xTMkbd,rlMg5xTMkbd,
906000994248,Elikya,United States,,Funding,,,,,,,,Geocoding 2013,,dS6omJ0v3is,dS6omJ0v3is,
906000994250,Esanga ,United States,,Funding,,,,,,,,Geocoding 2013,,NMBUG1XXteg,NMBUG1XXteg,
906000994252,Esperance ,United States,,Funding,,,,,,,,Geocoding 2013,,LBRD3cpvhRz,LBRD3cpvhRz,
906000994254,Fondaco ,United States,,Funding,,,,,,,,Geocoding 2013,,HJ9Vk9D2e7G,HJ9Vk9D2e7G,
906000994256,Kimbanguiste HGR,United States,,Funding,,,,,,,,Geocoding 2013,,Dh99usNDwDN,Dh99usNDwDN,
906000994258,Kimbanguiste Mission,United States,,Funding,,,,,,,,Geocoding 2013,,xCOonOw4aZP,xCOonOw4aZP,
906000994260,Mpanga /Kambamulamba ,United States,,Funding,,,,,,,,Geocoding 2013,,ftmWhHVj1nZ,ftmWhHVj1nZ,
906000994262,Ndemba ,United States,,Funding,,,,,,,,Geocoding 2013,,SZ9Ci5jWjSx,SZ9Ci5jWjSx,
906000994264,Pierre Focom ,United States,,Funding,,,,,,,,Geocoding 2013,,g0zMo7fKcuf,g0zMo7fKcuf,
906000994266,St Albertine,United States,,Funding,,,,,,,,Geocoding 2013,,FCHO3EAkwzH,FCHO3EAkwzH,
906000994268,St Augustin ,United States,,Funding,,,,,,,,Geocoding 2013,,I9eNIz1hCvC,I9eNIz1hCvC,
906000994270,Tosalisana ,United States,,Funding,,,,,,,,Geocoding 2013,,xhHQ62KeEqm,xhHQ62KeEqm,
906000994272,Tuzolana,United States,,Funding,,,,,,,,Geocoding 2013,,Kac6bhaIB8G,Kac6bhaIB8G,
906000994274,Un Jour,United States,,Funding,,,,,,,,Geocoding 2013,,hTEVBnCRC7A,hTEVBnCRC7A,
906000994276,Yenge,United States,,Funding,,,,,,,,Geocoding 2013,,hIvoOzzp6W4,hIvoOzzp6W4,
906000994278,17 Mai,United States,,Funding,,,,,,,,Geocoding 2013,,REpcqapipei,REpcqapipei,
906000994280,Hope Clinic,United States,,Funding,,,,,,,,Geocoding 2013,,wdlndVdOVB2,wdlndVdOVB2,
906000994282,Kingasani CH,United States,,Funding,,,,,,,,Geocoding 2013,,O3oFsNvDAbR,O3oFsNvDAbR,
906000994284,Londolobe ,United States,,Funding,,,,,,,,Geocoding 2013,,rlVfoQpoANc,rlVfoQpoANc,
906000994286,Molende ,United States,,Funding,,,,,,,,Geocoding 2013,,WFBm58FvK2w,WFBm58FvK2w,
906000994288,St Paul ,United States,,Funding,,,,,,,,Geocoding 2013,,WUHudRI0dZv,WUHudRI0dZv,
906000994290,TBD1 - Kingasani,United States,,Funding,,,,,,,,Geocoding 2013,,a9kdujBZ1dC,a9kdujBZ1dC,
906000994292,TBD2 - Kingasani,United States,,Funding,,,,,,,,Geocoding 2013,,Uc1T3kcQZkt,Uc1T3kcQZkt,
906000994294,TBD3 - Kingasani,United States,,Funding,,,,,,,,Geocoding 2013,,gVa2cBxRQ8E,gVa2cBxRQ8E,
906000994296,TBD4 - Kingasani,United States,,Funding,,,,,,,,Geocoding 2013,,kG9dsOeOQ6O,kG9dsOeOQ6O,
906000994298,TBD5 - Kingasani,United States,,Funding,,,,,,,,Geocoding 2013,,WxtqPmW06X4,WxtqPmW06X4,
906000994300,Tata Mosala ,United States,,Funding,,,,,,,,Geocoding 2013,,dpRp78zb1Xf,dpRp78zb1Xf,
906000994302,Tembo ,United States,,Funding,,,,,,,,Geocoding 2013,,dmEjjgPGrq5,dmEjjgPGrq5,
906000994304,Bethanie ,United States,,Funding,,,,,,,,Geocoding 2013,,UPRMDuf3Zax,UPRMDuf3Zax,
906000994306,Basuku,United States,,Funding,,,,,,,,Geocoding 2013,,DOaFIceft1v,DOaFIceft1v,
906000994308,Bita ,United States,,Funding,,,,,,,,Geocoding 2013,,cRA7OyDIYHA,cRA7OyDIYHA,
906000994310,Bon Berger - Maluku1,United States,,Funding,,,,,,,,Geocoding 2013,,G7CL2kbGNJR,G7CL2kbGNJR,
906000994312,Bu,United States,,Funding,,,,,,,,Geocoding 2013,,NtNaI0ny5kq,NtNaI0ny5kq,
906000994314,Dr Kongo CM,United States,,Funding,,,,,,,,Geocoding 2013,,mQ0865GgjqP,mQ0865GgjqP,
906000994316,Kingakati,United States,,Funding,,,,,,,,Geocoding 2013,,PvrxIbdNG1J,PvrxIbdNG1J,
906000994318,Major Leka ,United States,,Funding,,,,,,,,Geocoding 2013,,Q1WUP4zCMTu,Q1WUP4zCMTu,
906000994320,Maluku,United States,,Funding,,,,,,,,Geocoding 2013,,VUj4dx8MPOn,VUj4dx8MPOn,
906000994322,Maluku CH,United States,,Funding,,,,,,,,Geocoding 2013,,cop60mZZY5B,cop60mZZY5B,
906000994324,Maluku ,United States,,Funding,,,,,,,,Geocoding 2013,,JXwnUIGW63z,JXwnUIGW63z,
906000994326,Mambutuka de Mayi Ndombe 1 ,United States,,Funding,,,,,,,,Geocoding 2013,,i1gW96RlOcV,i1gW96RlOcV,
906000994328,Mangenge,United States,,Funding,,,,,,,,Geocoding 2013,,aekuZipq6ky,aekuZipq6ky,
906000994330,Mayi Ndombe De Mayi Ndombe 2 ,United States,,Funding,,,,,,,,Geocoding 2013,,gY5lNINzNBN,gY5lNINzNBN,
906000994332,Menkao,United States,,Funding,,,,,,,,Geocoding 2013,,yHSDuHExFWf,yHSDuHExFWf,
906000994334,Menkao ,United States,,Funding,,,,,,,,Geocoding 2013,,n3ZdIHpbGxh,n3ZdIHpbGxh,
906000994336,Monaco,United States,,Funding,,,,,,,,Geocoding 2013,,W9egQLgqHik,W9egQLgqHik,
906000994338,Ndunu,United States,,Funding,,,,,,,,Geocoding 2013,,DDB14yBFxqA,DDB14yBFxqA,
906000994340,Sephora,United States,,Funding,,,,,,,,Geocoding 2013,,k4AQVEZcMn5,k4AQVEZcMn5,
906000994342,Sosider,United States,,Funding,,,,,,,,Geocoding 2013,,U8k75vUY7Ti,U8k75vUY7Ti,
906000994344,Dumi,United States,,Funding,,,,,,,,Geocoding 2013,,R0qflhfVRri,R0qflhfVRri,
906000994346,Kingawa ,United States,,Funding,,,,,,,,Geocoding 2013,,qz0az3pwKhD,qz0az3pwKhD,
906000994348,Kingwala ,United States,,Funding,,,,,,,,Geocoding 2013,,sUmjGDYWKWi,sUmjGDYWKWi,
906000994350,Kints ,United States,,Funding,,,,,,,,Geocoding 2013,,VBgFxeKFMZq,VBgFxeKFMZq,
906000994352,Mampu ,United States,,Funding,,,,,,,,Geocoding 2013,,IGD92w2Dl3c,IGD92w2Dl3c,
906000994354,Mbankana HGR,United States,,Funding,,,,,,,,Geocoding 2013,,V5g1zIQjIpA,V5g1zIQjIpA,
906000994356,Mbete ,United States,,Funding,,,,,,,,Geocoding 2013,,BETSatfJK5z,BETSatfJK5z,
906000994358,Mongata ,United States,,Funding,,,,,,,,Geocoding 2013,,lvf8t3apxaI,lvf8t3apxaI,
906000994360,Nkieme ,United States,,Funding,,,,,,,,Geocoding 2013,,idFouaf0Kio,idFouaf0Kio,
906000994362,Aux Bons Soins CH,United States,,Funding,,,,,,,,Geocoding 2013,,kSV3wlbgQYt,kSV3wlbgQYt,
906000994364,Biamba Marie Mutombo Hopital,United States,,Funding,,,,,,,,Geocoding 2013,,xgC4KovbUGb,xgC4KovbUGb,
906000994366,Bolingo-Masina 1,United States,,Funding,,,,,,,,Geocoding 2013,,DRaAOxHPwxK,DRaAOxHPwxK,
906000994368,Boo Nsuba ,United States,,Funding,,,,,,,,Geocoding 2013,,jlpFwsgYrA0,jlpFwsgYrA0,
906000994370,Cebu,United States,,Funding,,,,,,,,Geocoding 2013,,becAXeLphFH,becAXeLphFH,
906000994372,Clinique Des Anges - Masina1,United States,,Funding,,,,,,,,Geocoding 2013,,kufgmqYqvFN,kufgmqYqvFN,
906000994374,Desaf CH,United States,,Funding,,,,,,,,Geocoding 2013,,DANpSA5elRW,DANpSA5elRW,
906000994376,Esengo - Masina1 ,United States,,Funding,,,,,,,,Geocoding 2013,,kc6OQRXp1Nv,kc6OQRXp1Nv,
906000994378,Esperodi CH,United States,,Funding,,,,,,,,Geocoding 2013,,ON7dh2IcVHd,ON7dh2IcVHd,
906000994380,Kitoko,United States,,Funding,,,,,,,,Geocoding 2013,,tcTH06Oyn5E,tcTH06Oyn5E,
906000994382,Ntombua Ya Maria ,United States,,Funding,,,,,,,,Geocoding 2013,,qN4iFNp7nie,qN4iFNp7nie,
906000994384,Pilote CH,United States,,Funding,,,,,,,,Geocoding 2013,,YGCa9aoCuTU,YGCa9aoCuTU,
906000994386,Roi Baudouin CH,United States,,Funding,,,,,,,,Geocoding 2013,,iJVYR7IiftK,iJVYR7IiftK,
906000994388,TBD1 - Masina1,United States,,Funding,,,,,,,,Geocoding 2013,,zdzM28i24iE,zdzM28i24iE,
906000994390,TBD2 - Masina1,United States,,Funding,,,,,,,,Geocoding 2013,,lKpUPuj34XD,lKpUPuj34XD,
906000994392,Avenir,United States,,Funding,,,,,,,,Geocoding 2013,,yA2ivfN1Hgq,yA2ivfN1Hgq,
906000994394,Bora ,United States,,Funding,,,,,,,,Geocoding 2013,,PyaxfqY0jFg,PyaxfqY0jFg,
906000994396,Clinique des Anges Masina,United States,,Funding,,,,,,,,Geocoding 2013,,kSiQtxP547O,kSiQtxP547O,
906000994398,Cliniques des Anges - Masina2,United States,,Funding,,,,,,,,Geocoding 2013,,JKOx8uKtEof,JKOx8uKtEof,
906000994400,Elonga ,United States,,Funding,,,,,,,,Geocoding 2013,,s6GQ6rlUdPb,s6GQ6rlUdPb,
906000994402,Kimbela,United States,,Funding,,,,,,,,Geocoding 2013,,CYocxHanSGW,CYocxHanSGW,
906000994404,Lumiere - Masina2 ,United States,,Funding,,,,,,,,Geocoding 2013,,LbI0uUG6EE9,LbI0uUG6EE9,
906000994406,Lunda,United States,,Funding,,,,,,,,Geocoding 2013,,W9YzyEZHrjn,W9YzyEZHrjn,
906000994408,Mafuta Kizola,United States,,Funding,,,,,,,,Geocoding 2013,,EyGCucpVqA2,EyGCucpVqA2,
906000994410,Mapela ,United States,,Funding,,,,,,,,Geocoding 2013,,vIyDF76BUNi,vIyDF76BUNi,
906000994412,Matadi,United States,,Funding,,,,,,,,Geocoding 2013,,vtDLYQ8rlN9,vtDLYQ8rlN9,
906000994414,St Hilaire ,United States,,Funding,,,,,,,,Geocoding 2013,,AjjsXyzXkbx,AjjsXyzXkbx,
906000994416,TBD1 - Masina2,United States,,Funding,,,,,,,,Geocoding 2013,,Cfz0frvrsm2,Cfz0frvrsm2,
906000994418,TBD2 - Masina2,United States,,Funding,,,,,,,,Geocoding 2013,,ctcOLQakV3K,ctcOLQakV3K,
906000994420,TBD3 - Masina2,United States,,Funding,,,,,,,,Geocoding 2013,,bqEoRuLF6g6,bqEoRuLF6g6,
906000994422,TBD4 - Masina2,United States,,Funding,,,,,,,,Geocoding 2013,,H330PAqC6hH,H330PAqC6hH,
906000994424,TBD5 - Masina2,United States,,Funding,,,,,,,,Geocoding 2013,,yH6Z7zfwNOG,yH6Z7zfwNOG,
906000994426,TBD6 - Masina2,United States,,Funding,,,,,,,,Geocoding 2013,,EfjQAABPq0X,EfjQAABPq0X,
906000994428,TBD7 - Masina2,United States,,Funding,,,,,,,,Geocoding 2013,,gicGJ33U49G,gicGJ33U49G,
906000994430,TBD8 - Masina2,United States,,Funding,,,,,,,,Geocoding 2013,,RzhfCkU5Tov,RzhfCkU5Tov,
906000994432,Temoignage,United States,,Funding,,,,,,,,Geocoding 2013,,YugFXyrQlgv,YugFXyrQlgv,
906000994434,Bakuma ,United States,,Funding,,,,,,,,Geocoding 2013,,OSnL3HIy9B8,OSnL3HIy9B8,
906000994436,Bikunda ,United States,,Funding,,,,,,,,Geocoding 2013,,qBzTIPCzrlr,qBzTIPCzrlr,
906000994438,Bomoi ,United States,,Funding,,,,,,,,Geocoding 2013,,jJSVlg3cu1T,jJSVlg3cu1T,
906000994440,Bopeto ,United States,,Funding,,,,,,,,Geocoding 2013,,VesLDtGxWfh,VesLDtGxWfh,
906000994442,Cadc Sumbi ,United States,,Funding,,,,,,,,Geocoding 2013,,iv5W0R00ElS,iv5W0R00ElS,
906000994444,Centre Usafi,United States,,Funding,,,,,,,,Geocoding 2013,,CulIamADLpR,CulIamADLpR,
906000994446,Diki Sante ,United States,,Funding,,,,,,,,Geocoding 2013,,muUBLmku7pF,muUBLmku7pF,
906000994448,Hasc,United States,,Funding,,,,,,,,Geocoding 2013,,x82evWtOhBk,x82evWtOhBk,
906000994450,Luzingu ,United States,,Funding,,,,,,,,Geocoding 2013,,JCuTEJ7Wz4Z,JCuTEJ7Wz4Z,
906000994452,Mbankani,United States,,Funding,,,,,,,,Geocoding 2013,,a3Tj4kGdAIZ,a3Tj4kGdAIZ,
906000994454,Mokili Muinda,United States,,Funding,,,,,,,,Geocoding 2013,,WfDJJjaQAea,WfDJJjaQAea,
906000994456,Ndjili HGR,United States,,Funding,,,,,,,,Geocoding 2013,,sccGuF5iGKS,sccGuF5iGKS,
906000994458,S/M de N'djili ,United States,,Funding,,,,,,,,Geocoding 2013,,mLfkiIMqIgy,mLfkiIMqIgy,
906000994460,Samaritaine ,United States,,Funding,,,,,,,,Geocoding 2013,,d30gRXRTNLz,d30gRXRTNLz,
906000994462,TBD1 - Ndjili,United States,,Funding,,,,,,,,Geocoding 2013,,zHIhPli3zWI,zHIhPli3zWI,
906000994464,TBD2 - Ndjili,United States,,Funding,,,,,,,,Geocoding 2013,,BKkxLJRX6UW,BKkxLJRX6UW,
906000994466,TBD3 - Ndjili,United States,,Funding,,,,,,,,Geocoding 2013,,YyrYTeH2CQ0,YyrYTeH2CQ0,
906000994468,Ceta ,United States,,Funding,,,,,,,,Geocoding 2013,,YC0mgs7sXBP,YC0mgs7sXBP,
906000994470,Aigle Medical ,United States,,Funding,,,,,,,,Geocoding 2013,,h90OrBhTq8s,h90OrBhTq8s,
906000994472,Amed CM,United States,,Funding,,,,,,,,Geocoding 2013,,VcKBOmhMuVS,VcKBOmhMuVS,
906000994474,Benzale CH,United States,,Funding,,,,,,,,Geocoding 2013,,yhjYxCtnEef,yhjYxCtnEef,
906000994476,Bibwa Maternite,United States,,Funding,,,,,,,,Geocoding 2013,,IHYjnzkX90z,IHYjnzkX90z,
906000994478,Bon Secours ,United States,,Funding,,,,,,,,Geocoding 2013,,knW1Bub3kkr,knW1Bub3kkr,
906000994480,Centenaire ,United States,,Funding,,,,,,,,Geocoding 2013,,I6ATq2gOwEh,I6ATq2gOwEh,
906000994482,DAIPN Maternite,United States,,Funding,,,,,,,,Geocoding 2013,,om2imlohrLr,om2imlohrLr,
906000994484,Dingi Dingi ,United States,,Funding,,,,,,,,Geocoding 2013,,GpmEaXwAsvo,GpmEaXwAsvo,
906000994486,Emeraude - Nsele ,United States,,Funding,,,,,,,,Geocoding 2013,,rDL4HmffhXE,rDL4HmffhXE,
906000994488,Etonga,United States,,Funding,,,,,,,,Geocoding 2013,,QGxYF3IKqBZ,QGxYF3IKqBZ,
906000994490,Kinkole HGR,United States,,Funding,,,,,,,,Geocoding 2013,,Nh0X2SzuUOc,Nh0X2SzuUOc,
906000994492,Laboratoire DREAM,United States,,Funding,,,,,,,,Geocoding 2013,,HS8gyFoutRT,HS8gyFoutRT,
906000994494,Mapamboli ,United States,,Funding,,,,,,,,Geocoding 2013,,tPrnkhsmVnN,tPrnkhsmVnN,
906000994496,Maria Louisa ,United States,,Funding,,,,,,,,Geocoding 2013,,s4XnuMl6C6X,s4XnuMl6C6X,
906000994498,Mbangu Mbamu ,United States,,Funding,,,,,,,,Geocoding 2013,,EU6VG4LlnYG,EU6VG4LlnYG,
906000994500,Methodiste - Nsele ,United States,,Funding,,,,,,,,Geocoding 2013,,uOt7g17VYw4,uOt7g17VYw4,
906000994502,Mobikisi CM,United States,,Funding,,,,,,,,Geocoding 2013,,eDPkTdMNcVf,eDPkTdMNcVf,
906000994504,Notre Dame du Jardin,United States,,Funding,,,,,,,,Geocoding 2013,,iP5YIomPnX6,iP5YIomPnX6,
906000994506,Pcid Ch,United States,,Funding,,,,,,,,Geocoding 2013,,HIfWulJr0WY,HIfWulJr0WY,
906000994508,Rapha - Mpasa ,United States,,Funding,,,,,,,,Geocoding 2013,,k8JjrmHT6Ky,k8JjrmHT6Ky,
906000994510,St Jean Ape´tre,United States,,Funding,,,,,,,,Geocoding 2013,,yE7ZnSAzBy1,yE7ZnSAzBy1,
906000994512,St Raymond - Nsele,United States,,Funding,,,,,,,,Geocoding 2013,,gPWMsEr3MAe,gPWMsEr3MAe,
906000994514,Stella,United States,,Funding,,,,,,,,Geocoding 2013,,ePmcURUNiHk,ePmcURUNiHk,
906000994516,Lukula HGR,United States,,Funding,,,,,,,,Geocoding 2013,,ktrTm33qbIf,ktrTm33qbIf,
906000994518,Makungulenge ,United States,,Funding,,,,,,,,Geocoding 2013,,efU3KOVva7k,efU3KOVva7k,
906000994520,Mbambi,United States,,Funding,,,,,,,,Geocoding 2013,,sqFUkiHgzmR,sqFUkiHgzmR,
906000994522,Mvuangu ,United States,,Funding,,,,,,,,Geocoding 2013,,saeGoktRc6U,saeGoktRc6U,
906000994524,Boma HGR,United States,,Funding,,,,,,,,Geocoding 2013,,XAGfmkM02r0,XAGfmkM02r0,
906000994526,Cvm ,United States,,Funding,,,,,,,,Geocoding 2013,,ZTNdnnlRbFL,ZTNdnnlRbFL,
